Item_Weight,Item_Fat_Content,Item_Visibility,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
11.85,Regular,0.050368454,,Tier 2,Supermarket Type1,1501.929876
19,Low Fat,0.026986367,Small,Tier 1,Supermarket Type1,1730.629527
6.36,Low Fat,0.120543611,Small,Tier 1,Supermarket Type1,1839.710045
18.85,LF,0.036037952,Small,Tier 1,Supermarket Type1,1742.200442
9.6,Low Fat,0.006725388,Medium,Tier 3,Supermarket Type2,1207.666942
5.94,Low Fat,0.034940979,Medium,Tier 1,Supermarket Type1,2038.959192
13.5,Low Fat,0.094219593,Small,Tier 1,Supermarket Type1,1810.048485
10.85,LF,0.048004263,,Tier 3,Grocery Store,449.5403994
15.15,Regular,0.066164431,Small,Tier 2,Supermarket Type1,1523.31019
15.6,Regular,0,Medium,Tier 3,Supermarket Type2,1150
5.15,Regular,0,,Tier 2,Supermarket Type1,1450
20.35,Regular,0.030975716,Medium,Tier 1,Supermarket Type1,1984.011336
8.895,Regular,0.039101813,Medium,Tier 1,Supermarket Type1,1994.65427
21.25,Low Fat,0.010039493,Medium,Tier 3,Supermarket Type2,1211.09364
4.905,Low Fat,0.117308165,Small,Tier 2,Supermarket Type1,1637.133245
10.895,Regular,0.009641375,,Tier 2,Supermarket Type1,1460.190933
,Low Fat,0.113212516,Small,Tier 1,Grocery Store,923.8544925
17.75,Regular,0.067490036,Small,Tier 2,Supermarket Type1,1521.336968
6.8,Low Fat,0.037573095,,Tier 2,Supermarket Type1,1537.76096
10.395,Low Fat,0.031219108,Small,Tier 2,Supermarket Type1,1531.968367
14.8,Low Fat,0.032606181,,Tier 3,Grocery Store,436.3558918
13.5,Low Fat,0,Medium,Tier 3,Supermarket Type2,1200
16,Regular,0.106731895,Small,Tier 2,Supermarket Type1,1578.078274
17.85,Low Fat,0.0112259,High,Tier 3,Supermarket Type1,1911.877002
18.7,Low Fat,0.026355345,,Tier 2,Supermarket Type1,1528.938169
18,Low Fat,0.01548171,,Tier 2,Supermarket Type1,1518.098119
,Low Fat,0.045465958,Small,Tier 1,Grocery Store,851.8766581
5.26,Regular,0.041857101,,Tier 2,Supermarket Type1,1493.238385
6.175,Regular,0,,Tier 2,Supermarket Type1,1450
5.86,Regular,0.151159243,,Tier 2,Supermarket Type1,1622.321537
,Low Fat,0.056161529,Medium,Tier 3,Supermarket Type3,865.9897966
10.5,Regular,0.142419608,High,Tier 3,Supermarket Type1,2012.928032
9.5,Low Fat,0.031410378,Medium,Tier 3,Supermarket Type2,1231.473199
,Low Fat,0.077790204,Medium,Tier 3,Supermarket Type3,884.4023713
11.8,Regular,0.014166739,,Tier 2,Supermarket Type1,1465.512579
12.5,Regular,0.110215444,,Tier 2,Supermarket Type1,1581.266594
19.35,Low Fat,0.016679143,Medium,Tier 3,Supermarket Type2,1218.580565
20.2,Regular,0.117339056,Small,Tier 2,Supermarket Type1,1571.915279
20.2,Low Fat,0.112227747,High,Tier 3,Supermarket Type1,2032.877652
,Low Fat,0.062724117,Medium,Tier 3,Supermarket Type3,871.3800451
6.8,Low Fat,0.037555348,Medium,Tier 1,Supermarket Type1,2040.52222
,Low Fat,0.112349962,Medium,Tier 3,Supermarket Type3,931.8988554
,Low Fat,0.093217569,Medium,Tier 3,Supermarket Type3,901.1410624
8.43,Low Fat,0.177661246,Small,Tier 2,Supermarket Type1,1683.87939
9.3,Low Fat,0.11184963,,Tier 2,Supermarket Type1,1621.244999
11.35,Regular,0.06321435,Small,Tier 2,Supermarket Type1,1517.765783
20.1,LF,0.077892365,,Tier 2,Supermarket Type1,1589.57622
11.35,Low Fat,0.051564827,,Tier 3,Grocery Store,459.4542455
,Regular,0.070349402,Medium,Tier 3,Supermarket Type3,832.3088003
9.8,Low Fat,0.024521239,,Tier 2,Supermarket Type1,1526.948842
20.35,Low Fat,0.021447102,,Tier 2,Supermarket Type1,1524.985874
18.2,Regular,0.026059557,Small,Tier 2,Supermarket Type1,1481.036932
18.35,Low Fat,0.015301418,Small,Tier 2,Supermarket Type1,1516.953971
12.1,Low Fat,0,,Tier 2,Supermarket Type1,1500
10.695,Regular,0.060615254,High,Tier 3,Supermarket Type1,1911.706329
,Low Fat,0.066459891,Medium,Tier 3,Supermarket Type3,867.9884685
11.8,Regular,0.076876046,,Tier 2,Supermarket Type1,1526.876046
13.8,Low Fat,0.14215211,,Tier 2,Supermarket Type1,1648.548955
15,Low Fat,0.058632705,Medium,Tier 3,Supermarket Type2,1263.73375
5.63,Regular,0.024541277,Small,Tier 1,Supermarket Type1,1677.854349
7.55,Regular,0.030992735,Medium,Tier 1,Supermarket Type1,1985.269732
18.85,Low Fat,0.036241797,,Tier 2,Supermarket Type1,1539.068657
7.22,Regular,0.038398937,,Tier 2,Supermarket Type1,1493.544395
17.85,Low Fat,0.011258035,,Tier 2,Supermarket Type1,1513.239449
8.895,Low Fat,0.072511335,Medium,Tier 1,Supermarket Type1,2084.040637
19.25,Low Fat,0.101689151,High,Tier 3,Supermarket Type1,2013.688471
11.3,Low Fat,0.066625843,High,Tier 3,Supermarket Type1,1976.553094
10.85,Low Fat,0.162242617,Small,Tier 1,Supermarket Type1,1882.522944
5,Low Fat,0,,Tier 2,Supermarket Type1,1500
20,Low Fat,0,High,Tier 3,Supermarket Type1,1900
,Low Fat,0.044008347,Medium,Tier 3,Supermarket Type3,845.6366558
10,Low Fat,0.025867353,Medium,Tier 1,Supermarket Type1,2026.488169
,Low Fat,0.016476619,Small,Tier 1,Grocery Store,816.7072917
8.63,Low Fat,0.031095246,Small,Tier 1,Supermarket Type1,1735.510771
9.1,LF,0,,Tier 2,Supermarket Type1,1500
6.92,Low Fat,0.038422076,High,Tier 3,Supermarket Type1,1941.803219
6.86,Low Fat,0.061155983,,Tier 3,Grocery Store,467.8219851
20,Low Fat,0.08131178,Small,Tier 2,Supermarket Type1,1597.004954
14.1,Low Fat,0.125756824,Small,Tier 2,Supermarket Type1,1645.877916
17.6,Low Fat,0.05661033,,Tier 2,Supermarket Type1,1560.233391
17.75,LF,0.073709686,Medium,Tier 3,Supermarket Type2,1275.994686
8.6,Regular,0.040432954,,Tier 2,Supermarket Type1,1497.670453
7.27,Low Fat,0.046749112,Medium,Tier 3,Supermarket Type2,1249.554059
6.8,Low Fat,0.062762374,,Tier 3,Grocery Store,466.7791659
,Regular,0.045542628,Medium,Tier 3,Supermarket Type3,800.4156892
6.935,Regular,0.041346469,Medium,Tier 1,Supermarket Type1,1991.635894
6.69,Regular,0.036903419,Small,Tier 2,Supermarket Type1,1491.700863
,Low Fat,0.075084457,Medium,Tier 3,Supermarket Type3,884.5450986
12.35,Low Fat,0.026735372,,Tier 2,Supermarket Type1,1531.788357
15.6,Low Fat,0.172453254,High,Tier 3,Supermarket Type1,2081.075917
,Regular,0.035666655,Medium,Tier 3,Supermarket Type3,787.1646545
13.1,Low Fat,0.037581243,Small,Tier 1,Supermarket Type1,1737.693987
9.195,Regular,0.122202946,High,Tier 3,Supermarket Type1,1985.64527
11.15,Low Fat,0.056921876,Small,Tier 2,Supermarket Type1,1557.377251
16.1,Regular,0.063319379,Small,Tier 2,Supermarket Type1,1525.096783
6.465,Low Fat,0.124402507,High,Tier 3,Supermarket Type1,2046.794958
20.75,Low Fat,0.108879177,Medium,Tier 1,Supermarket Type1,2127.933033
7.655,Low Fat,0.032125561,,Tier 2,Supermarket Type1,1533.185705
20.25,Regular,0.076097073,High,Tier 3,Supermarket Type1,1932.793615
18.75,low fat,0.052766297,High,Tier 3,Supermarket Type1,1958.201226
11.5,Regular,0.020601791,Medium,Tier 1,Supermarket Type1,1974.062892
,Low Fat,0.036360386,Medium,Tier 3,Supermarket Type3,839.4873792
,Low Fat,0.140571971,Medium,Tier 3,Supermarket Type3,967.2806455
7.5,Low Fat,0.05074138,Small,Tier 2,Supermarket Type1,1554.902173
17,Regular,0.015997687,,Tier 2,Supermarket Type1,1468.541319
,Low Fat,0.033018559,Medium,Tier 3,Supermarket Type3,836.1553221
6.03,Low Fat,0.022703693,Small,Tier 1,Supermarket Type1,1722.817211
,Regular,0.013431109,Medium,Tier 3,Supermarket Type3,765.8352775
15,Regular,0,Medium,Tier 1,Supermarket Type1,1950
18.75,Low Fat,0.023876985,Medium,Tier 1,Supermarket Type1,2026.312437
17.85,Low Fat,0.011281018,Medium,Tier 3,Supermarket Type2,1211.371266
18.35,Low Fat,0.015328106,Medium,Tier 1,Supermarket Type1,2016.99887
18.35,Regular,0.094488071,,Tier 2,Supermarket Type1,1558.377817
19.6,Low Fat,0.047897663,Small,Tier 1,Supermarket Type1,1756.327652
,Low Fat,0.081841136,Medium,Tier 3,Supermarket Type3,882.3321828
14.65,Low Fat,0.072212787,,Tier 2,Supermarket Type1,1586.149855
21,Low Fat,0.049505857,Medium,Tier 3,Supermarket Type2,1251.090044
9.6,Low Fat,0.02981155,,Tier 2,Supermarket Type1,1530.437593
17.6,Low Fat,0.058181585,Medium,Tier 1,Supermarket Type1,2063.999744
14,Regular,0.037734782,,Tier 2,Supermarket Type1,1488.489478
6.59,Low Fat,0,,Tier 2,Supermarket Type1,1500
17.6,Regular,0.026827052,,Tier 3,Grocery Store,380.2340876
11.5,Low Fat,0.072881535,Small,Tier 1,Supermarket Type1,1780.534096
20.35,Regular,0.014822802,Small,Tier 2,Supermarket Type1,1465.534296
18.7,Low Fat,0.046159928,Medium,Tier 1,Supermarket Type1,2046.806167
5.46,Regular,0.107662745,,Tier 2,Supermarket Type1,1573.704494
9.31,Low Fat,0.038014104,Medium,Tier 1,Supermarket Type1,2042.993952
12.3,Regular,0.106307146,Small,Tier 2,Supermarket Type1,1569.382925
18.2,Regular,0.066672058,,Tier 2,Supermarket Type1,1527.072899
18.25,Low Fat,0.015341139,Medium,Tier 3,Supermarket Type2,1217.78038
18.25,Regular,0.171174491,,Tier 2,Supermarket Type1,1621.174491
,Low Fat,0.325780807,Small,Tier 1,Grocery Store,1128.712834
10.195,Low Fat,0.112859454,,Tier 2,Supermarket Type1,1629.449794
5.34,Regular,0.005962753,Small,Tier 2,Supermarket Type1,1456.690209
,Regular,0.047358246,Medium,Tier 3,Supermarket Type3,805.1723566
11.15,Regular,0.086105815,,Tier 2,Supermarket Type1,1550.829909
9.8,Low Fat,0.026882496,Medium,Tier 1,Supermarket Type1,2029.597628
12.1,Low Fat,0.040521714,Medium,Tier 3,Supermarket Type2,1245.38432
,Low Fat,0.020597493,Medium,Tier 3,Supermarket Type3,821.3801977
,Low Fat,0.085538477,Medium,Tier 3,Supermarket Type3,889.30217
15.5,Low Fat,0,,Tier 2,Supermarket Type1,1500
15.5,Regular,0,Medium,Tier 3,Supermarket Type2,1150
5.15,Regular,0.10239789,,Tier 3,Grocery Store,458.4393655
17.25,Low Fat,0,,Tier 3,Grocery Store,400
18.35,Low Fat,0.0304697,High,Tier 3,Supermarket Type1,1935.771428
6.32,Low Fat,0.021287234,,Tier 3,Grocery Store,421.7342659
5.51,Low Fat,0.034467286,Small,Tier 2,Supermarket Type1,1538.189753
13.35,Low Fat,0.1027194,,Tier 2,Supermarket Type1,1607.341773
,Low Fat,0.266234421,Small,Tier 1,Grocery Store,1095.253973
,Regular,0.129668578,Small,Tier 1,Grocery Store,882.6509553
,Regular,0.02923013,Medium,Tier 3,Supermarket Type3,781.7439212
,Low Fat,0.176411579,Medium,Tier 3,Supermarket Type3,986.2906274
14,Low Fat,0.050371508,,Tier 3,Grocery Store,454.4012286
18.85,Low Fat,0.036184755,Medium,Tier 3,Supermarket Type2,1241.829577
,Regular,0.070017381,Small,Tier 1,Grocery Store,825.0586324
18.35,Low Fat,0.030556922,,Tier 2,Supermarket Type1,1534.070968
10.5,Low Fat,0.011278535,High,Tier 3,Supermarket Type1,1912.282325
9.6,Regular,0,,Tier 2,Supermarket Type1,1450
,Low Fat,0.027812304,Medium,Tier 3,Supermarket Type3,831.7060266
6.035,Regular,0.066051758,Medium,Tier 3,Supermarket Type2,1226.091625
6.65,Low Fat,0.053506996,Medium,Tier 3,Supermarket Type2,1253.667517
,Regular,0.096046304,Medium,Tier 3,Supermarket Type3,855.843027
7.285,Low Fat,0.049922304,High,Tier 3,Supermarket Type1,1957.460572
11.1,Regular,0.036083537,Medium,Tier 1,Supermarket Type1,1989.439306
11.35,Regular,0.005539114,Medium,Tier 1,Supermarket Type1,1956.43645
12.3,Low Fat,0.036939673,Small,Tier 1,Supermarket Type1,1744.06903
11.6,Low Fat,0.037793818,,Tier 2,Supermarket Type1,1538.020581
12.3,Regular,0.106928681,,Tier 2,Supermarket Type1,1557.356396
18.85,Regular,0.138585859,,Tier 2,Supermarket Type1,1605.63192
9.8,Regular,0.06407717,Medium,Tier 3,Supermarket Type2,1222.983897
7.445,Low Fat,0.037708542,,Tier 2,Supermarket Type1,1540.762934
11.1,Regular,0.036020711,Small,Tier 2,Supermarket Type1,1491.892087
21,Low Fat,0.049295686,Small,Tier 2,Supermarket Type1,1555.408351
20.2,Low Fat,0.06449461,,Tier 2,Supermarket Type1,1564.559105
18.2,Regular,0.026117345,,Tier 2,Supermarket Type1,1480.191651
11.8,Regular,0.025904648,High,Tier 3,Supermarket Type1,1878.521017
20.6,Regular,0.080235512,,Tier 3,Grocery Store,433.84611
9.8,Low Fat,0.013830218,High,Tier 3,Supermarket Type1,1915.724958
18.6,Low Fat,0.076855628,Small,Tier 1,Supermarket Type1,1788.921962
13,Low Fat,0.041824524,Small,Tier 1,Supermarket Type1,1747.596308
20.7,Regular,0.12152072,Small,Tier 1,Supermarket Type1,1792.665325
9.8,Regular,0.073289899,,Tier 2,Supermarket Type1,1527.174264
9.5,Regular,0.022054553,Small,Tier 2,Supermarket Type1,1474.458499
21.1,low fat,0.029054046,Medium,Tier 1,Supermarket Type1,2033.760801
,Low Fat,0.006665667,Medium,Tier 3,Supermarket Type3,807.0122817
8.975,Regular,0.009057132,Small,Tier 2,Supermarket Type1,1459.890388
4.92,Low Fat,0.045955031,Small,Tier 1,Supermarket Type1,1754.226937
17.5,Regular,0.007551607,Medium,Tier 1,Supermarket Type1,1958.971309
,Low Fat,0.023835164,Medium,Tier 3,Supermarket Type3,827.5772847
9.695,Regular,0.047503318,Medium,Tier 1,Supermarket Type1,2001.351087
,Low Fat,0.160665697,Small,Tier 1,Grocery Store,967.0923249
7.725,LF,0.048661041,,Tier 3,Grocery Store,452.3106191
,Low Fat,0.208987123,Small,Tier 1,Grocery Store,1026.751028
9.6,Low Fat,0.006692529,High,Tier 3,Supermarket Type1,1907.683023
9.1,Regular,0.136695145,,Tier 3,Grocery Store,506.6526362
17,Regular,0.140311123,,Tier 2,Supermarket Type1,1617.39117
14,Regular,0.031330907,,Tier 2,Supermarket Type1,1481.4249
12.1,Regular,0.061521569,,Tier 2,Supermarket Type1,1518.781114
19.85,LF,0.176991029,,Tier 2,Supermarket Type1,1695.221105
17.2,Regular,0.0120098,Small,Tier 2,Supermarket Type1,1462.274016
8.71,Regular,0.072141818,Small,Tier 2,Supermarket Type1,1533.828793
6.89,Regular,0.136984147,Medium,Tier 3,Supermarket Type2,1298.901768
18.75,Low Fat,0,,Tier 2,Supermarket Type1,1500
,Low Fat,0.052964982,Medium,Tier 3,Supermarket Type3,856.3547408
14.5,LF,0,High,Tier 3,Supermarket Type1,1900
,Low Fat,0.155316936,Small,Tier 1,Grocery Store,970.8486296
,Regular,0.048738407,Medium,Tier 3,Supermarket Type3,803.2223404
20.75,Low Fat,0,High,Tier 3,Supermarket Type1,1900
17.6,Low Fat,0.010031539,High,Tier 3,Supermarket Type1,1911.616522
16.85,Low Fat,0.036383293,Small,Tier 2,Supermarket Type1,1540.676522
20.6,Regular,0,Small,Tier 2,Supermarket Type1,1450
5.175,LF,0.03736783,High,Tier 3,Supermarket Type1,1943.085108
17.85,Low Fat,0.087604647,Medium,Tier 1,Supermarket Type1,2104.161925
8.93,Low Fat,0.028461453,Medium,Tier 1,Supermarket Type1,2029.002221
,Regular,0.034244601,Medium,Tier 3,Supermarket Type3,784.7240254
7.655,Low Fat,0.031938828,Small,Tier 2,Supermarket Type1,1532.545666
18.35,LF,0.014024028,Small,Tier 1,Supermarket Type1,1715.917272
,Low Fat,0.014232071,Medium,Tier 3,Supermarket Type3,816.7511476
14,Low Fat,0.023730384,Small,Tier 2,Supermarket Type1,1527.645897
11.6,Low Fat,0.038578846,Medium,Tier 1,Supermarket Type1,2040.160579
15.85,Low Fat,0.108036187,Medium,Tier 3,Supermarket Type2,1321.000529
10.5,Regular,0.013572808,,Tier 2,Supermarket Type1,1464.685778
16.7,Regular,0.06082402,High,Tier 3,Supermarket Type1,1919.643503
17.6,Low Fat,0.074345142,High,Tier 3,Supermarket Type1,1974.419487
18.25,Low Fat,0.075501241,Medium,Tier 3,Supermarket Type2,1287.128432
21.1,Regular,0.16216286,Medium,Tier 3,Supermarket Type2,1334.217009
9.1,Regular,0.081652352,Small,Tier 2,Supermarket Type1,1540.879068
15.25,Low Fat,0.061434045,Medium,Tier 3,Supermarket Type2,1271.017756
14.35,Low Fat,0.017073332,,Tier 2,Supermarket Type1,1518.302612
,Low Fat,0.118806857,Medium,Tier 3,Supermarket Type3,925.5788478
5.885,Regular,0.092694107,High,Tier 3,Supermarket Type1,1960.58407
16.1,Low Fat,0.065183228,Small,Tier 1,Supermarket Type1,1772.027467
,Regular,0.005561538,Medium,Tier 3,Supermarket Type3,755.7228226
19.7,Low Fat,0.024635077,High,Tier 3,Supermarket Type1,1925.62048
11.5,Regular,0.126313413,,Tier 2,Supermarket Type1,1598.03932
16.5,Regular,0.066383907,,Tier 2,Supermarket Type1,1529.328769
15.15,Regular,0.066279832,Medium,Tier 1,Supermarket Type1,2018.599626
12.15,Regular,0.042681522,Small,Tier 1,Supermarket Type1,1700.74833
15.7,Regular,0,High,Tier 3,Supermarket Type1,1850
11.6,Low Fat,0.038736838,,Tier 2,Supermarket Type1,1539.007996
12.85,Low Fat,0.098910759,High,Tier 3,Supermarket Type1,2000.097688
15,Low Fat,0.049178998,,Tier 2,Supermarket Type1,1555.47391
11,Regular,0.057011062,High,Tier 3,Supermarket Type1,1912.997224
5.88,Low Fat,0.003589104,High,Tier 3,Supermarket Type1,1903.815218
7.825,Low Fat,0,,Tier 2,Supermarket Type1,1500
,Regular,0.043690499,Medium,Tier 3,Supermarket Type3,794.564309
10.695,Regular,0.10154201,,Tier 3,Grocery Store,465.6563494
,Low Fat,0.025164132,Medium,Tier 3,Supermarket Type3,829.3917062
13.6,Regular,0.119077255,High,Tier 3,Supermarket Type1,1983.247448
8.06,Low Fat,0.021497594,,Tier 2,Supermarket Type1,1522.808947
,Low Fat,0.025702129,Medium,Tier 3,Supermarket Type3,828.1181291
7.105,Low Fat,0.075000682,,Tier 3,Grocery Store,475.8256895
18.6,LF,0.118419683,,Tier 2,Supermarket Type1,1631.209009
9.5,Regular,0.035151215,Small,Tier 1,Supermarket Type1,1685.854239
16.85,LF,0.044414056,Small,Tier 1,Supermarket Type1,1748.500149
17.85,Low Fat,0.052471995,,Tier 2,Supermarket Type1,1556.932115
13.1,Low Fat,0.020853376,High,Tier 3,Supermarket Type1,1924.857224
11.3,Low Fat,0.047791878,Medium,Tier 1,Supermarket Type1,2049.799137
13.3,Low Fat,0.02136022,Medium,Tier 3,Supermarket Type2,1223.34672
15.2,Regular,0.103988736,,Tier 2,Supermarket Type1,1564.38761
20.7,Regular,0.114581955,Medium,Tier 3,Supermarket Type2,1267.561086
7.405,Low Fat,0.02556185,,Tier 3,Grocery Store,426.1753344
6.15,Low Fat,0.046459438,Medium,Tier 3,Supermarket Type2,1246.831114
11.35,Regular,0.023322478,Small,Tier 1,Supermarket Type1,1674.815117
19.85,Low Fat,0.175962247,Small,Tier 2,Supermarket Type1,1690.039227
,Low Fat,0.255929096,Small,Tier 1,Grocery Store,1087.920233
8.18,Regular,0.082333019,High,Tier 3,Supermarket Type1,1940.319322
12.15,Low Fat,0.021757269,Medium,Tier 1,Supermarket Type1,2025.934665
6.03,Low Fat,0.0226994,Small,Tier 2,Supermarket Type1,1523.017192
15.85,Regular,0.110653377,,Tier 2,Supermarket Type1,1580.570985
18.6,Low Fat,0.065771529,,Tier 3,Grocery Store,469.6520492
12,Low Fat,0,,Tier 2,Supermarket Type1,1500
17.1,Low Fat,0,Medium,Tier 3,Supermarket Type2,1200
10.5,Regular,0.024991056,Small,Tier 1,Supermarket Type1,1677.815045
17.5,LF,0.013658248,Medium,Tier 1,Supermarket Type1,2014.313844
16.1,Low Fat,0.034278413,High,Tier 3,Supermarket Type1,1939.351618
20.1,Low Fat,0,,Tier 3,Grocery Store,400
,Low Fat,0.185306514,Small,Tier 1,Grocery Store,987.3448857
7.55,Regular,0.051794958,,Tier 3,Grocery Store,407.3888135
19.25,Regular,0.027058066,High,Tier 3,Supermarket Type1,1879.547408
19.6,Regular,0.041740902,Medium,Tier 3,Supermarket Type2,1196.666328
14.85,Regular,0.035400659,Medium,Tier 3,Supermarket Type2,1189.259331
14.65,Regular,0.099535996,Medium,Tier 3,Supermarket Type2,1260.584492
9.3,Low Fat,0.175336471,,Tier 2,Supermarket Type1,1700.935596
,Regular,0.143319995,Medium,Tier 3,Supermarket Type3,914.3880343
14.5,Low Fat,0.01950565,Medium,Tier 1,Supermarket Type1,2020.422416
8.365,Low Fat,0.071846495,Small,Tier 1,Supermarket Type1,1786.000255
12.85,Regular,0,Small,Tier 1,Supermarket Type1,1650
13.5,Regular,0.017887238,Medium,Tier 1,Supermarket Type1,1969.765398
7.365,Low Fat,0.159967845,Small,Tier 1,Supermarket Type1,1882.203375
21.1,Regular,0.020718655,Small,Tier 1,Supermarket Type1,1673.702141
,Low Fat,0.096592065,Medium,Tier 3,Supermarket Type3,900.0693793
9.5,Low Fat,0.074460855,Medium,Tier 1,Supermarket Type1,2085.555522
12.85,Low Fat,0.030789914,,Tier 2,Supermarket Type1,1531.190183
14,Low Fat,0.030216783,Medium,Tier 3,Supermarket Type2,1235.293203
18.35,Regular,0.094279004,Small,Tier 2,Supermarket Type1,1558.986529
,Regular,0.04022593,Small,Tier 1,Grocery Store,793.1624229
7.155,Regular,0.168527463,,Tier 2,Supermarket Type1,1640.941616
5.82,Regular,0.077304459,Small,Tier 2,Supermarket Type1,1540.600826
17.75,Low Fat,0,Medium,Tier 3,Supermarket Type2,1200
18,Regular,0.142570104,High,Tier 3,Supermarket Type1,2002.122301
7.06,Regular,0.043968652,Medium,Tier 1,Supermarket Type1,1996.95852
15.6,Low Fat,0.045076878,,Tier 2,Supermarket Type1,1549.900104
,Low Fat,0.030347404,Medium,Tier 3,Supermarket Type3,835.9313263
12.3,Low Fat,0.052492122,Small,Tier 2,Supermarket Type1,1557.793826
15,Regular,0.077999504,Small,Tier 2,Supermarket Type1,1542.195414
18.2,Low Fat,0.012597384,High,Tier 3,Supermarket Type1,1913.970499
20.5,LF,0.023179181,Medium,Tier 1,Supermarket Type1,2027.119642
8.27,Regular,0.128126825,Medium,Tier 1,Supermarket Type1,2094.527059
,Low Fat,0.097410707,Medium,Tier 3,Supermarket Type3,911.7300809
8.93,Low Fat,0.028417272,Small,Tier 1,Supermarket Type1,1732.480942
6.215,Regular,0.049902382,,Tier 2,Supermarket Type1,1509.733151
20.25,Regular,0.014823358,,Tier 2,Supermarket Type1,1467.239565
7.895,Regular,0.061424738,Medium,Tier 3,Supermarket Type2,1213.144631
19.35,Regular,0.049594299,High,Tier 3,Supermarket Type1,1904.652917
9.695,Low Fat,0.113939434,Small,Tier 1,Supermarket Type1,1828.295803
,Low Fat,0.027532258,Small,Tier 1,Grocery Store,828.2205645
8.21,Low Fat,0.045016894,,Tier 2,Supermarket Type1,1550.959124
7.3,Low Fat,0.086307051,,Tier 2,Supermarket Type1,1594.765142
20,Regular,0.104083376,Small,Tier 1,Supermarket Type1,1763.76313
7.865,Low Fat,0.061154604,Medium,Tier 1,Supermarket Type1,2070.144331
,Low Fat,0.184035253,Small,Tier 1,Grocery Store,1009.616153
20.35,Regular,0.024815024,,Tier 3,Grocery Store,378.5869076
16,Regular,0.106918052,Medium,Tier 1,Supermarket Type1,2059.591003
18,Low Fat,0,Medium,Tier 1,Supermarket Type1,2000
18.7,Low Fat,0.105104552,Medium,Tier 3,Supermarket Type2,1314.248648
,Regular,0.087936752,Medium,Tier 3,Supermarket Type3,844.7078819
10.6,Low Fat,0.056795923,Small,Tier 1,Supermarket Type1,1761.964352
5.655,LF,0.176070535,,Tier 2,Supermarket Type1,1682.585145
,Low Fat,0.19244045,Small,Tier 1,Grocery Store,1024.578005
10.195,Low Fat,0.051871718,Medium,Tier 3,Supermarket Type2,1253.168511
8.06,Low Fat,0.035780177,,Tier 3,Grocery Store,442.3279494
16.35,Regular,0.104463896,,Tier 3,Grocery Store,456.7621017
6.46,Regular,0.049162885,Small,Tier 1,Supermarket Type1,1700.539446
13.5,Low Fat,0.072655379,Small,Tier 2,Supermarket Type1,1586.387246
16.2,Low Fat,0.050442528,,Tier 2,Supermarket Type1,1550.896511
19.1,Low Fat,0.177992139,Medium,Tier 3,Supermarket Type2,1400.241156
,Low Fat,0,Medium,Tier 3,Supermarket Type3,800
5.48,Low Fat,0.015131684,Medium,Tier 1,Supermarket Type1,2015.736951
6.055,Low Fat,0.031151714,Medium,Tier 1,Supermarket Type1,2036.011381
9.6,Low Fat,0.024456797,High,Tier 3,Supermarket Type1,1929.201416
6.135,Low Fat,0.192540665,,Tier 3,Grocery Store,624.6949561
8.43,Low Fat,0.01732573,Small,Tier 1,Supermarket Type1,1717.44701
8.27,Regular,0.127821472,High,Tier 3,Supermarket Type1,1987.919368
10.195,Regular,0.012477512,Medium,Tier 1,Supermarket Type1,1964.810807
14,Low Fat,0.028980533,Medium,Tier 3,Supermarket Type2,1233.008827
8.01,Low Fat,0.070356805,Medium,Tier 1,Supermarket Type1,2075.844636
16.25,Low Fat,0.057396092,Small,Tier 1,Supermarket Type1,1768.645726
13.35,Low Fat,0.048017962,Small,Tier 2,Supermarket Type1,1555.940926
,Regular,0.071806046,Medium,Tier 3,Supermarket Type3,834.8029403
17.75,Low Fat,0.05507343,Small,Tier 1,Supermarket Type1,1761.076434
13.5,Low Fat,0,High,Tier 3,Supermarket Type1,1900
11.8,Regular,0,,Tier 3,Grocery Store,350
5.78,Low Fat,0.014577695,Medium,Tier 1,Supermarket Type1,2017.434923
9,Regular,0,Medium,Tier 3,Supermarket Type2,1150
17.75,Regular,0.156831826,Small,Tier 1,Supermarket Type1,1827.219963
8.395,Low Fat,0,High,Tier 3,Supermarket Type1,1900
,Low Fat,0.057512481,Medium,Tier 3,Supermarket Type3,859.4679054
12.85,LF,0,Medium,Tier 3,Supermarket Type2,1200
8.5,Low Fat,0.098036903,Medium,Tier 1,Supermarket Type1,2110.879737
14,LF,0,,Tier 2,Supermarket Type1,1500
9.3,low fat,0.042377219,,Tier 2,Supermarket Type1,1549.115197
15.85,Low Fat,0.107597879,Small,Tier 1,Supermarket Type1,1827.933878
10.8,Low Fat,0.082549896,Small,Tier 1,Supermarket Type1,1794.271981
7.26,Low Fat,0.02414202,,Tier 3,Grocery Store,425.5663992
18.7,Low Fat,0.057771828,Medium,Tier 3,Supermarket Type2,1268.57516
16,Low Fat,0.057292529,Medium,Tier 3,Supermarket Type2,1260.672788
8.895,Low Fat,0.124610886,High,Tier 3,Supermarket Type1,2047.6639
11.1,Low Fat,0.010663189,,Tier 2,Supermarket Type1,1512.550573
18.85,Low Fat,0.091237452,Medium,Tier 3,Supermarket Type2,1304.831832
7.905,Low Fat,0.064325351,Medium,Tier 3,Supermarket Type2,1269.342728
14.7,Low Fat,0.020920179,Small,Tier 1,Supermarket Type1,1721.02478
12.6,Regular,0.041641933,,Tier 2,Supermarket Type1,1492.266562
