Item_Weight,Item_Visibility,Item_Outlet_Sales
17.5,0.026195131,2543.356
17.7,0.042542484,2120.573
8.6,0.054474158,1038.648
9.5,0,3916.2356
17.7,0.122372504,1629.8784
12.3,0.037148619,2649.2182
6.26,0.052593952,221.0456
17.7,0.012593467,3874.2902
18.25,0.012325122,647.1576
5.8,0.131489269,1605.9096
14.5,0.064224789,7064.8038
18.25,0.060589424,986.7156
12.85,0.022649893,1263.0226
17.1,0.128390273,1445.4518
7.575,0.055476238,1182.4608
9.21,0.008757492,2071.3038
11.3,0.007273831,5141.3076
,0.144534212,575.2512
13.6,0.043743689,1104.5622
20.85,0.062477955,1505.3738
9.195,0.078060601,2912.2092
,0.026740767,5522.811
15.75,0.140821917,2775.7202
16.5,0.068403271,619.194
,0,256.9988
20.5,0.02312394,2297.01
17.6,0.047449835,2621.9204
8.775,0.110359004,790.9704
10.1,0.054620504,2976.126
18.2,0,1115.215
8.975,0.009051307,309.597
,0.160722863,2237.088
9.6,0.03625493,2694.4926
8.185,0.064824502,234.3616
14.75,0.033024328,3089.9778
20.5,0.143574191,476.047
14.65,0.099333217,1076.5986
19.2,0.12475207,633.8416
5.945,0.093170838,1549.9824
17.5,0.007538459,4082.6856
10.895,0.009676286,3448.844
20.5,0.141792841,1159.8236
,0.05436436,958.752
13.65,0.031573246,299.61
15.7,0.055943697,2428.8384
18.7,0,3215.814
19.35,0.066831682,327.5736
16,0.065165046,856.8846
6.965,0,3169.208
11.395,0.069728296,1406.1696
7.5,0.09660879,744.3644
6.115,0.007038478,3605.307
,0.153456703,262.991
14.8,0.043982464,2966.139
8.71,0.139202085,383.5008
15.5,0.086184647,394.1536
19.35,0.082250863,534.6374
,0.034286109,5000.8238
19.2,0.100482186,1667.829
16.25,0.049051717,2439.4912
19.85,0.005230786,5034.7796
13.65,0.08062523,2087.9488
7.535,0.081787519,2157.192
,0.010615026,374.1796
,0.009534758,1201.769
5.59,0.056602818,1725.7536
11,0.057047756,7028.1848
19.85,0.05410964,1970.768
17.6,0.058209079,5274.4676
6.215,0.083056555,225.7062
15.1,0.020015391,1817.634
13.35,0.102426197,5725.88
9.5,0.048761223,5238.5144
11.8,0,2141.2128
17.6,0.056281276,796.9626
19.85,0.008762556,264.9884
13.35,0.139669224,1938.8096
18.85,0.137972993,1444.1202
17.5,0,2992.771
20.2,0.121940099,1150.5024
5.88,0.024926013,1491.392
,0.039031927,1737.738
15.85,0.13727,1904.188
5.985,0.095989602,508.6712
18.85,0.142443405,4396.9432
18.85,0.137410256,1604.578
7.51,0.104400238,894.8352
16.2,0,3271.0754
17.6,0.015750947,1629.8784
8.97,0.092937216,764.3384
7.22,0.03828933,126.502
,0.208162156,228.3694
8.71,0.121936216,2628.5784
17.7,0.135646297,3516.7556
15.85,0.069240685,653.1498
6.055,0.03127929,2406.867
,0.08186804,1069.2748
19.25,0.034753686,1976.0944
16.5,0.028476451,1368.219
13.5,0.067872402,355.5372
,0.026420581,1001.3632
7.865,0.061183503,1644.526
10.6,0.035247642,1619.2256
,0.02974207,3453.5046
16.2,0.128397995,1411.496
14.5,0.058918844,3238.4512
7.235,0.076791671,2316.984
16.75,0.021220113,1240.3854
,0.2004264,265.6542
,0.078589629,2716.464
14,0.031261583,639.168
19.85,0.005235143,2649.884
10.895,0.027032204,852.224
5.635,0.172856719,449.415
10.65,0.085617517,2303.668
15.1,0.127334766,89.883
16.5,0.036641597,1263.0226
13.35,0.014656564,2277.7018
12.15,0.037864854,322.913
13.65,0.036016619,1295.6468
20.75,0.12953868,2396.88
19.1,0.038531668,5487.5236
17.25,0,4637.9628
,0.112119359,1981.4208
,0,872.8638
10.195,0.041907414,175.7712
16.6,0.027556247,1962.7784
17.6,0.076058484,2025.3636
8.185,0.038729057,1874.8928
13.65,0.080804019,2348.9424
10.6,0.056884225,3020.7346
10.8,0.050000257,4655.2736
15.2,0.021207519,1747.0592
8.895,0,2812.3392
11.8,0.113307794,1850.924
7.63,0.225476528,45.9402
6.55,0.034800079,1571.288
16.85,0.139301634,2783.044
,0.025612348,3200.5006
7.235,0.077290355,2316.984
19.25,0.1017546,491.3604
13.85,0.094265737,233.03
18.1,0.022380952,476.047
18.6,0.01575657,3173.8686
6.615,0.156307983,790.9704
15.6,0.195688803,153.134
18.85,0.13747519,3369.6138
7.235,0,2348.9424
7.825,0.07962861,2002.0606
,0.03100078,2101.2648
19.7,0.016202582,3379.6008
12.6,0.024190156,494.0236
10.65,0.085308611,5759.17
16.75,0.008564925,1404.1722
13.8,0.097457483,1018.674
9.6,0.029619203,624.5204
13.1,0,1518.024
14.6,0.150872868,1379.5376
6.67,0.09031453,1180.4634
15.7,0.018930352,857.5504
17.75,0.111209003,982.7208
20.2,0.121153331,958.752
10.85,0.163160327,1693.7952
20.25,0.148163564,1874.8928
,0.028281197,3648.584
5.86,0.150853308,2016.7082
6.115,0.011437302,1358.232
19.7,0.018024769,1031.99
9.8,0.090448534,774.9912
12.5,0.08175276,1267.6832
19.35,0.109667698,671.1264
16.75,0.075735621,323.5788
19.1,0.091917786,1837.608
21.35,0.130127365,190.4188
19.5,0.082483516,2865.6032
6.575,0.075507758,1596.5884
6.67,0.124126756,2125.2336
12.3,0.009425158,1537.998
16.1,0.024999711,1255.033
,0.058545606,310.2628
17.35,0.020676141,1208.427
15.35,0.02346559,36.619
8.975,0.05272914,1022.6688
13.15,0.024630755,2666.529
19.5,0.014274292,718.3982
15.1,0.059313603,4266.4464
5.465,0.048518008,2360.9268
17.75,0.073349552,934.7832
,0.055648052,2833.6448
6.96,0.077129323,1733.0774
17.85,0.087824967,1755.7146
5.095,0.130031207,561.9352
5.73,0.045334098,1803.6522
7.5,0.096333029,1145.176
7.855,0.073858923,3723.8194
5.655,0.175047104,1895.5326
12.15,0.132952286,37.9506
9.6,0.086145867,259.662
18.85,0.0520115,3630.6074
20.2,0.059790095,3560.6984
12.15,0.071440118,549.285
19.6,0.03395415,773.6596
16,0.099271209,878.856
,0.020769677,2741.0986
6.425,0.06316338,2098.6016
6.825,0.059846975,9779.9362
,0.014342659,203.7348
7.97,0.057667173,517.3266
17.25,0.037155206,3782.4098
9.1,0.080417724,425.4462
19.2,0.041227831,1947.465
,0.102226474,3075.996
,0.178210285,3930.8832
14.5,0.06904249,41.9454
,0.052791124,591.2304
17.75,0.067607749,2796.36
7.145,0.017887474,1765.0358
8.985,0.184440421,3295.71
16.35,0.091074449,3338.987
5.655,0,1166.4816
9.5,0.041951439,865.54
5.78,0.074087369,6855.0768
8.05,0,5153.292
6.75,0.108679906,1246.3776
16.6,0.136500981,4138.6128
6.095,0.081361288,2694.4926
15.1,0,196.411
19.35,0.018591464,1342.2528
11.3,0.066952965,3099.9648
10.8,0.029107004,4541.4218
19.7,0,5106.686
,0.065872936,111.1886
10.5,0.117149075,1794.331
7.655,0.031994534,1853.5872
8.235,0.08276363,1625.8836
20.6,0.083004078,1090.5804
19.35,0.021490911,2892.2352
9.5,0.058835928,170.4448
5.305,0.07871639,551.2824
9.8,0.013869809,978.726
9.6,0.022274264,2992.771
13,0.153618566,1480.0734
17.6,0.049267759,2862.94
14.3,0.12826315,681.7792
10.3,0.02494708,5690.5926
15.1,0.157154813,185.7582
6.03,0.022832115,1416.8224
7.68,0.070900282,5580.0698
20,0.028180789,905.488
15.85,0.136497913,2856.282
15.2,0.162462044,347.5476
12.15,0,3962.8416
19.35,0.118080437,6040.1376
,0.017466284,1323.6104
,0.031073804,5704.5744
8.85,0.113302223,1114.5492
19.85,0.025968706,1006.6896
19.1,0.045400017,690.4346
17,0.126958147,2516.724
11.15,0.105307659,1038.648
12.35,0.038500421,1208.427
20.85,0.02137305,522.653
,0,9251.9568
7.035,0,525.982
4.785,0.09297084,2048.6666
,0.088839949,10993.6896
17.25,0.209600084,39.948
9.3,0.033505804,2482.1024
17.25,0.072986772,1635.8706
17.85,0.024961677,3383.5956
,0.092433518,1426.1436
9.8,0.026081567,4327.7
18.85,0.09079168,3579.3408
9.695,0.113917889,2693.8268
10,0.045928229,1957.452
16.6,0.135620265,2931.5174
18.25,0.077709902,5438.9202
5.82,0.134975628,509.337
9.31,0.037955094,1201.769
18.25,0.076125668,2564.6616
19.7,0.067039526,1411.496
6.865,0.014021626,1291.652
11.35,0.023358738,4042.7376
17.7,0.029933275,5201.2296
,0.111777297,2863.6058
20.85,0.032448523,1078.596
17.25,0.047266211,1846.9292
15.35,0.01404119,476.047
13.65,0.04917754,2696.49
15.2,0.020280476,194.4136
6.38,0.031962866,535.3032
,0.054376275,2546.685
6.905,0.063850971,195.7452
,0.060154968,111.8544
,0.134441765,6478.234
15.7,0.03067808,605.878
15.2,0.103758647,2976.7918
,0.136701678,5880.3456
,0.308145448,889.5088
,0.074806196,3435.528
8.355,0.013926425,1110.5544
12.15,0.006754117,2586.633
13.35,0,1906.8512
17,0.052209303,2586.633
17.35,0.041538713,1378.206
,0.13064231,89.883
9.1,0.055382616,683.1108
6.13,0,1348.245
,0.041970938,111.8544
19.2,0.005583951,4514.124
8.895,0.075757177,937.4464
19.75,0.012467648,2458.1336
10.895,0.137368051,4745.8224
,0.092933158,3466.1548
10.3,0.117593973,2503.408
19.1,0.026018497,3089.9778
4.555,0.034410585,1342.2528
,0.02426524,3938.8728
16.2,0.176175402,2021.3688
8.975,0.088257771,170.4448
21.1,0.020750867,1927.491
17.75,0.111527348,873.5296
12.8,0.114318263,421.4514
6.905,0.038363204,587.2356
10.195,0.245483691,280.9676
5.785,0.053930934,878.856
,0.018942606,6636.6944
7.96,0.028339599,1779.6834
8.3,0.030151351,492.692
5.46,0.107274301,3900.9222
13.35,0.102670882,3435.528
5.46,0.032177405,5219.872
,0.039734882,4913.604
20.75,0.083536989,4149.9314
6.59,0.026225693,2530.7058
7.55,0.0273235,1837.608
20.85,0.03747983,2131.2258
18.85,0.168531813,2916.204
15.2,0.021293909,1528.6768
10.1,0.030269774,2934.8464
10,0.025822315,3171.8712
8.985,0.183688161,998.7
11.5,0.125579201,1105.8938
,0.077079177,918.804
19.85,0.026074491,575.2512
21.1,0.010593469,3739.1328
4.555,0.034357169,2684.5056
20.85,0.037396901,2712.4692
7.905,0.064011067,4567.388
6.78,0.085981978,5480.8656
,0.040318693,5033.448
15,0.161762835,2581.9724
17.6,0.104878967,2456.802
13.8,0.107469819,227.7036
5.11,0.034868095,2120.573
8.71,0.046079575,407.4696
7.235,0.058083831,230.3668
12.3,0.064618976,1286.3256
6.96,0.077178965,2189.1504
18,0.142910689,1859.5794
6.28,0.027682047,1744.396
10.5,0.142511272,2246.4092
14.15,0.09557165,4106.6544
9.8,0.02316823,186.424
15.85,0.061045133,181.0976
10.3,0.011148865,778.986
17.6,0.058091269,2947.4966
,0.019672774,1918.8356
10.3,0.078678276,3705.177
9.195,0.117667492,1283.6624
12.8,0.069902438,3410.2276
10,0.037757166,1284.994
17.25,0.107021498,785.644
,0.032892112,1518.024
20.2,0.100477461,2245.0776
7.5,0.036228067,4427.57
7.895,0.094488485,1230.3984
15.75,0.055154296,1174.4712
,0.106907604,493.3578
13.65,0.073060301,2570.6538
20.1,0.077439606,980.0576
13.65,0.080968973,2609.936
12.3,0.106492562,1395.5168
,0.139330557,3426.2068
21.35,0.068822477,7028.8506
7.72,0.074669288,1402.1748
12.1,0.025834128,164.4526
14.85,0.035227697,2085.9514
,0.050901814,365.5242
16,0.072965144,4607.336
8.395,0.039492207,1091.2462
7.365,0.042552205,3395.58
20.5,0.020587886,1797.66
18.25,0.130095044,517.9924
,0.040747616,4093.3384
7.475,0.013146636,2804.3496
12.15,0.02176755,3797.7232
7.97,0,5690.5926
15.25,0.08995645,3235.788
16.35,0.062665642,1579.9434
11.1,0.176182345,1901.5248
11.8,0.022843501,4621.9836
14.3,0.034411238,782.9808
13.65,0,755.0172
16.75,0.128861359,1406.1696
16.25,0.078290271,1194.4452
18,0.008539208,402.809
20.2,0.100095288,127.1678
15,0.046447328,2436.828
,0.030794774,4532.7664
,0.159081735,4649.9472
,0.034705807,4873.656
13,0.154487495,1246.3776
14.65,0.072178679,5233.188
,0.061686402,5229.1932
5.88,0.003599378,3075.996
12.35,0.026832182,1332.2658
9,0.019616991,2526.711
10.395,0.05226427,158.4604
10.195,0.112203445,1697.79
,0.171761077,5351.0346
9.695,0.114170506,1743.0644
19.35,0.082266419,340.2238
16.7,0.038685176,2770.3938
5.985,0.095795326,508.6712
8.85,0.026814124,210.3928
15.7,0.045203854,1617.894
12.5,0.020697723,5773.1518
19.35,0.027827268,383.5008
7.72,0.074883035,1090.5804
17.2,0.156298858,1283.6624
,0.019412192,4379.6324
,0.105324246,3237.1196
,0.019227816,331.5684
8.895,0.044093978,1041.977
20.2,0.117599259,3338.987
20.5,0.036140297,2302.3364
17.6,0.104791689,3111.9492
11.15,0.057021156,2011.3818
,0.026058181,3374.2744
19.6,0.12829573,2013.3792
10.895,0.03263762,1895.5326
13.85,0.034765901,1853.5872
15.1,0.095696334,2693.8268
15,0.071371458,1384.1982
12.85,0.022696131,2706.477
16.85,0.267565911,1162.4868
15.5,0.053327763,865.54
15.85,0.007145063,479.376
21.2,0.071076055,5469.547
13.35,0.139426044,3877.6192
6.11,0.151925271,624.5204
13,0.099479703,652.484
,0.045900448,2844.2976
,0.21799414,1324.942
6.425,0.010454459,1406.1696
,0.172641213,5303.097
12,0.075701524,2105.2596
7.535,0.081914677,3835.008
7.68,0.071010513,5195.2374
14.7,0.072444983,194.4136
10.3,0.069981909,6079.4198
13.8,0.06457046,1669.8264
10.1,0.024159767,815.605
7.785,0.089210159,1328.271
13.8,0.097611115,679.116
11.8,0.058975504,966.7416
10.5,0.027430696,3593.3226
,0,400.8116
19.7,0.038815341,1887.543
,0.152632413,96.541
,0.021618297,2476.776
15.1,0.096491904,1854.9188
16.2,0.033568871,2162.5184
11.3,0.054507422,666.4658
,0.063079544,351.5424
,0.064208126,181.0976
19.7,0.041974489,2183.824
20.6,0.048207431,2065.3116
9.5,0.041065647,4697.8848
13.5,0.128709014,1846.9292
13.65,0.03596071,1665.8316
7.27,0.046520703,591.2304
,0.210596485,143.147
6.86,0.03674399,6201.927
14.7,0.072238195,972.068
,0.034141213,3419.5488
9.195,0.101500374,679.116
14.15,0.042246575,1104.5622
12.3,0.058105769,1777.686
11.8,0.170141787,2303.668
13.6,0.049579883,1965.4416
11.6,0,1955.4546
15,0.058725134,407.4696
7,0,1384.864
13.1,0.075695552,1504.0422
11.3,0.007321067,2570.6538
12.3,0.009463757,1245.046
10,0.021407511,3495.45
,0.145669556,743.0328
6.98,0.041273236,982.7208
19,0.128090139,1376.2086
17,0.135707553,2053.3272
15.15,0.027774002,3159.8868
,0.07278643,191.7504
,0.029640604,1543.3244
8.355,0.187939003,1029.9926
12.15,0.14492016,1800.3232
17.25,0.125419157,399.48
6.46,0.049121972,2916.204
,0,3719.1588
5.78,0.074149074,5273.136
18.7,0.04604992,3354.3004
19.2,0.035384612,3428.2042
,0.038340116,7150.692
,0,161.1236
,0.049080853,4602.6754
,0.076183667,3695.19
7.35,0.028711412,377.5086
20.35,0,1787.0072
,0.12517151,3139.9128
17.85,0.037826873,2285.0256
4.615,0.101747034,4660.6
15,0,679.116
,0.075142108,3773.7544
12.1,0.061424738,1049.9666
11.65,0.040597054,1864.24
,0.041556697,307.5996
15.5,0.126791761,527.3136
9.195,0.117484834,2406.867
15.1,0.106097275,123.8388
5.095,0.129395895,1826.2894
15.1,0.100265027,3323.0078
12.1,0.011557563,3453.5046
6.235,0.119157788,2103.928
15,0.077622622,243.6828
,0.041194986,1235.7248
10.65,0.085135953,3685.8688
9.8,0.106816919,463.3968
18.25,0.04421348,1038.648
,0.013745883,1534.0032
19.6,0.094308058,3551.3772
17,0.026622757,3149.234
9.6,0.014234595,4727.18
8.51,0.078526225,5000.8238
5.88,0.0249887,447.4176
8.905,0.143712172,1151.1682
,0.067373081,3083.9856
8.85,0.053822086,2554.0088
20.7,0.043011277,3364.9532
,0.123557061,215.7192
6.3,0.127968205,3984.813
17.5,0.007570599,2187.153
,0,372.848
5.765,0.081996785,540.6296
17.75,0.067777778,3169.208
5.035,0.080362549,4326.3684
8.355,0.013929059,2221.1088
6.13,0.077169953,1225.072
10.5,0,1438.128
12.5,0.112681821,3235.788
,0.10080442,1041.3112
20.75,0.02512588,890.8404
,0.122519571,2363.59
13.35,0.15021128,2696.49
7.96,0.028357839,4530.1032
8.92,0.130663423,2117.244
6.635,0.006335942,2048.6666
15.5,0.032845997,3215.814
6.13,0.076735903,1225.072
7.315,0.01530184,1378.206
16,0.029377239,94.5436
16.85,0.233356571,439.428
15.85,0.137053947,1047.3034
15,0,543.2928
19.1,0.177236497,2586.633
19,0.111830282,952.7598
13.5,0,1211.756
16.75,0.008204465,2342.9502
,0.02439015,3207.8244
9.195,0.064143995,1691.132
19.35,0.033275634,2432.8332
11.8,0.107662745,2890.9036
10.6,0.01115195,167.7816
13.65,0.013064516,1382.2008
14.85,0.009954237,2659.871
,0.021214364,97.2068
13.5,0.067859568,1599.9174
5.635,0.103481775,1797.66
7.405,0.015358176,1459.4336
,0.293066133,351.5424
11.35,0.030981392,708.4112
,0,7741.9224
16.1,0.013623294,1186.4556
17.7,0.041098734,487.3656
13.1,0.01209726,3225.801
14.3,0.034382602,2251.0698
,0.035406842,8262.578
8.6,0.090374342,1946.7992
5.78,0.074451126,6327.7632
8.195,0.031467128,2313.655
13.65,0.078786674,3355.632
17.35,0.056032247,1619.2256
20.25,0.058935522,2463.46
,0.064577332,687.1056
16.1,0.034306962,3815.034
,0.053586458,966.7416
17.6,0.076431919,2025.3636
18,0.039090105,4119.9704
12.5,0.031549131,197.0768
9.065,0.115233813,2856.282
16.85,0.159825617,4262.4516
16,0.073080167,2534.0348
9.3,0.066727717,2371.5796
6.215,0.012146608,782.9808
20.1,0.022552083,6831.108
8.77,0.047036036,2759.0752
16.25,0.087158654,2220.443
15.15,0.027756137,2106.5912
13.15,0.092589917,1901.5248
12.15,0,1514.695
,0.077427883,41.9454
20.85,0.121227447,4306.3944
18.2,0.066284519,3486.1288
8.3,0.03549838,455.4072
6.195,0.072131519,2892.2352
15.1,0,2830.3158
11.5,0.021020616,2782.3782
19,0.111902259,1905.5196
10.5,0.071548187,602.549
8.8,0.071540443,2508.7344
,0.121765124,264.9884
17.75,0.014609738,3182.524
,0.080697998,37.9506
17.75,0.156802171,4326.3684
20.75,0.024144862,2093.941
16.7,0.062297249,592.562
,0.052058711,1145.176
13.85,0.031402114,319.584
15.35,0.113217223,1725.7536
12.1,0,3044.7034
12.15,0,1398.18
,0.031139933,303.6048
16.35,0.013363902,1917.504
,0.030952737,3048.6982
7.27,0.07136748,2277.036
13.8,0.058192802,5896.3248
20.25,0.022976493,4086.0146
9.3,0.111220521,968.739
14.15,0.037967687,1618.5598
,0,2302.3364
8.115,0.032158866,1713.7692
,0.045068892,945.436
11.1,0.033176087,1896.1984
12.5,0.018845298,2759.0752
9.8,0.056375879,1006.6896
19.7,0.161356273,2805.0154
14.3,0.034605882,2153.1972
19.75,0.033942546,4460.1942
18.5,0.025740259,1605.9096
,0.026938317,4012.1108
12.35,0.033754478,3361.6242
,0.015375557,4278.4308
5.365,0.140458316,3263.7516
,0.046333982,2660.5368
20.5,0,908.1512
8.71,0.139228412,1198.44
,0,1833.6132
16,0,756.3488
17.6,0.00799436,3793.7284
20.7,0.121767168,353.5398
13,0.030083482,1557.972
20.2,0.118025091,2553.343
20.35,0.060649213,2812.3392
18.6,0.151931742,1105.8938
,0.063831013,1304.968
13.35,0.103091351,2519.3872
17.85,0.052389407,2817.6656
16.35,0.013355306,2024.032
14.85,0.019550858,4207.856
21.25,0.01005532,2756.412
14.15,0.034845668,3167.8764
17.2,0.025162022,1765.7016
,0.022685222,4314.384
10.85,0.162571649,529.311
20.35,0.014825605,4206.5244
16.35,0.058034349,253.004
9.3,0.043785694,3057.3536
,0.076798609,8413.0488
15.75,0.055241242,3131.9232
14.85,0.061102235,2283.0282
18.6,0.039517121,5896.3248
16.35,0.029565309,515.3292
9.695,0.128283243,3375.606
15.15,0.012332667,3559.3668
14.3,0.065195229,1669.8264
10.895,0.108253944,585.2382
8.39,0.121178848,2784.3756
18.35,0,306.268
15.2,0.09698132,2548.6824
20.2,0.064351908,2061.3168
,0.079419801,5475.5392
8.71,0.072301795,3331.6632
12.15,0.021719387,3467.4864
8.06,0.021420031,3003.4238
11.5,0.290430317,258.3304
14.85,0.018571641,4333.6922
11.8,0,1148.505
14.7,0.020952705,2444.8176
,0.102371638,663.1368
18.75,0.034278798,4488.1578
7.235,0,1382.2008
,0.038377013,4432.2306
19.6,0.025325897,3795.06
7.27,0.020898691,814.9392
15.1,0.105881129,454.0756
7.81,0.112906337,488.6972
7.81,0.055216312,3237.1196
6.465,0.125210375,1059.9536
,0.058185842,4199.8664
10.8,0.098814721,1884.8798
9.5,0.022058724,3523.4136
20.7,0.100091576,2105.2596
8.895,0.075876602,1874.8928
15.6,0.037841362,2628.5784
9,0.081943273,3440.8544
19.35,0.016645164,1687.1372
19.7,0.018061324,2063.98
,0.028062401,91.8804
5.825,0.091857904,1617.894
,0.036109413,4538.0928
12.85,0.108633372,2323.642
12.85,0.03324652,4483.4972
17.5,0.016720132,419.454
17,0.055433377,4434.228
7.05,0.084966021,1965.4416
5.78,0.074135053,2109.2544
15.2,0.091745951,2290.352
,0.056685383,3175.866
11.35,0.00552947,2376.906
17.5,0.013664703,5683.2688
16.25,0.087310672,1544.656
12.85,0.022639195,2165.1816
,0.016531033,3012.745
8.84,0.076873991,1547.3192
,0.035863436,1125.8678
17.75,0.111301625,1528.6768
6.38,0.015193323,858.882
,0.046408928,3998.7948
10.65,0,279.636
13.1,0.07494003,902.8248
,0.065119701,4026.7584
10.195,0,2410.8618
6.67,0.090456903,2098.6016
5.32,0.093071679,509.337
,0.048292189,2492.0894
12.1,0.029902679,1161.1552
13.85,0.056547986,6291.81
16.35,0.034726222,3036.048
18.35,0.088908547,2876.256
15.5,0.044024163,102.5332
12.1,0.020568574,2078.6276
12.1,0.020564685,3266.4148
19.25,0.058226609,671.1264
8.71,0.072155462,3146.5708
10.5,0.027253711,3251.1014
11.6,0.144604071,3585.333
16,0.193477995,405.4722
6.865,0.056945936,1923.4962
10.395,0.031288338,2852.2872
8.05,0.078400465,4380.2982
5.785,0.038976089,3934.878
10.3,0.058918844,5313.084
12.5,0.031176157,722.393
7.63,0.061159246,1607.2412
13.5,0,1438.128
17.5,0.052550476,722.393
,0.124448295,113.8518
8.21,0.010808272,1043.9744
11.65,0.010963269,335.5632
18.5,0,4029.4216
7.72,0.075035902,856.8846
5.88,0.024882614,1640.5312
6.85,0.022878953,3924.891
,0.166572501,3691.1952
7.52,0.055081623,2055.9904
13.65,0.025920816,2059.9852
,0.029500321,802.9548
6.985,0.137645467,2940.1728
,0,4302.3996
9.3,0.026818196,498.0184
12.1,0.030102335,2220.443
5.98,0.043740308,2354.2688
9,0.069653585,2914.8724
7.145,0.01785932,2246.4092
19,0.017755213,2752.4172
7.855,0.161875063,335.5632
19.5,0.128181759,2792.3652
8.71,0.121250374,1032.6558
11.5,0.014921093,1211.756
18.85,0.040434372,5635.3312
13.65,0.031508924,1697.79
6.135,0.079094835,1018.674
5.655,0.175793413,1749.7224
14.85,0.019495051,10256.649
20.75,0.063313974,1829.6184
10,0.0674819,1181.795
10.3,0.070026951,6608.065
5.675,0.023496967,2828.3184
5.51,0,1565.9616
17.75,0.073559521,830.9184
17.75,0.07626905,1006.6896
8.365,0.039925235,4570.0512
,0.093883945,398.1484
10,0.03773288,1413.4934
18.2,0.066400129,5727.2116
19.35,0.039920687,3439.5228
,0.022351808,4986.842
7.39,0.120180894,2290.352
7.945,0.015900971,1794.331
16,0.172759093,4673.916
20.1,0.077454252,735.0432
20.6,0.039255412,93.8778
8.575,0.072252888,5267.1438
17.7,0.016664252,729.051
20,0.086187886,127.1678
5.695,0.109784056,1288.323
5.11,0,3588.662
15.25,0,4853.682
,0.029023048,6704.606
18.25,0.183142346,2087.283
15.6,0,6595.4148
13,0.153857402,778.986
7.02,0.081290366,2524.0478
19.7,0.066935459,3175.866
9.1,0.055514919,341.5554
8,0.050657232,249.0092
17.75,0.098108957,4579.3724
19.5,0.128405328,2326.971
7.685,0.025477448,3515.424
9.6,0.040969757,376.8428
19.6,0.040550868,47.2718
17.6,0.175545889,163.7868
15.6,0.099344826,743.0328
12.65,0.042276746,1500.7132
,0.013861607,2036.0164
,0.076387367,3870.9612
14.5,0.08996026,1426.1436
6.425,0.010480751,2460.7968
9.695,0.070587419,5888.3352
19.6,0.03387323,828.921
20.7,0.039238384,2569.3222
12.6,0.024331586,529.311
8.275,0.110197977,3658.571
,0.028048877,210.3928
19.85,0.045631231,1265.02
7.36,0.087559621,229.0352
20.35,0.252865979,162.4552
17.7,0.135306012,2221.1088
,0.126760908,352.874
8.39,0.024201084,2175.8344
9.195,0.015856295,1403.5064
8.93,0.028411899,2143.876
15.7,0.160529322,296.281
16.7,0.026771204,1981.4208
,0.049934854,2588.6304
20.5,0.113045883,2906.217
,0.015359722,1973.4312
11.65,0.034049703,452.744
20.75,0.02128304,2428.8384
,0.063462048,1721.093
16.2,0.074019393,83.8908
10.195,0.017666978,4566.7222
,0.124299531,298.2784
13.3,0.079739853,5359.69
6.215,0.012167793,111.8544
6.67,0,974.0654
12.6,0.074338562,9664.7528
12.15,0.018407033,5834.4054
16.6,0.050369191,1422.1488
,0.019837655,1687.803
20.85,0.056465714,2285.0256
11,0.054928641,1508.037
15.6,0.066829875,3146.5708
,0.122832172,432.77
10.195,0.146692433,4096.6674
12.6,0.062827447,1444.786
20.2,0.064464147,5410.9566
18,0.124959013,355.5372
6.75,0,1342.2528
12.35,0.15911489,1104.5622
7.59,0.145335007,2077.296
14.8,0.081168135,3630.6074
5.11,0.034874689,2446.815
6.38,0.031898175,1784.344
8.3,0.038211537,1569.9564
16.7,0.03874616,4811.7366
,0.03443677,4870.9928
9.695,0.130261652,3367.6164
8.235,0.014456938,1464.76
10.195,0.126383094,667.1316
10.695,0.127620811,3475.476
8.38,0.046878474,2306.997
11.65,0.220111117,455.4072
9.195,0.0471117,615.1992
8.1,0.019768503,1569.9564
18.6,0.015858893,453.4098
17.6,0.018905326,8508.924
20.25,0.014280554,1177.1344
5.98,0.075675438,331.5684
18.75,0.010381661,2292.3494
5.82,0.077475884,4870.327
8.52,0.02705936,914.8092
15.5,0.126199917,1239.7196
16.7,0.119462225,1810.976
9.6,0.027454997,2324.9736
9.13,0.051928034,1973.4312
10.5,0,1438.128
17,0.119570595,4221.8378
,0.033725743,4247.804
9.195,0.101275792,950.7624
10.1,0.056077574,1621.8888
8.18,0,1701.7848
8.655,0.088178053,2302.3364
17.85,0.046608497,3095.97
10.65,0.085119855,4146.6024
13.65,0.031418984,2596.62
17.25,0.084809658,3155.892
9.5,0.035350045,3579.3408
16.7,0,1342.2528
8.6,0.054601779,425.4462
19.25,0.102188428,1201.1032
11,0.133034816,2864.9374
9.895,0.16817143,3813.7024
14,0.029722659,1589.2646
7.365,0.042733625,3848.324
20.85,0.062172698,619.8598
7.64,0.070704474,1491.392
,0.191500528,120.5098
17.7,0.122065518,2546.685
7.97,0.04021623,1328.271
12.35,0.041737627,519.324
8.42,0.11227101,703.0848
,0.135075924,3422.212
6.305,0.12301331,2079.9592
5.92,0.019238942,1133.1916
15.1,0.067212845,4908.2776
17.35,0.280164929,527.3136
7.405,0.015271793,1550.6482
6.405,0.136512858,3052.0272
19.7,0.078034976,3954.852
17.7,0.042649476,978.726
17.6,0.104859135,4094.67
15.85,0.110202066,721.0614
17.5,0.01558456,4795.0916
,0.060805497,3339.6528
9.6,0.036490369,1843.6002
11,0.088025298,2659.871
20.75,0.129864461,5992.2
