id,price,service fee,minimum nights,number of reviews,reviews per month,availability 365
4052241,$243 ,$49 ,2,5,5,380
4052794,$618 ,$124 ,1,0,,240
4053346,$296 ,$59 ,2,22,0.43,364
4053898,$886 ,$177 ,3,135,2.31,201
4054450,$653 ,$131 ,4,111,1.9,180
4055003,$165 ,$33 ,1,163,2.76,336
4055555,$761 ,$152 ,1,1,0.02,396
4056107,$705 ,$141 ,5,22,0.38,312
4056660,$941 ,$188 ,2,18,0.31,273
4057212,$924 ,$185 ,2,10,0.2,125
4057764,$683 ,$137 ,1,1,0.02,305
4058317,$155 ,$31 ,2,1,0.02,279
4058869,$617 ,$123 ,2,135,2.32,211
4059421,$748 ,$150 ,1,8,0.14,351
4059973,"$1,083 ",$217 ,5,91,1.63,-7
4060526,"$1,141 ",$228 ,2,133,2.26,390
4061078,$601 ,$120 ,1,0,,324
4061630,$714 ,$143 ,2,21,0.36,288
4062183,$783 ,$157 ,1,108,1.84,354
4062735,$530 ,$106 ,14,0,,130
4063287,$236 ,$47 ,2,122,2.15,115
4063840,$179 ,$36 ,5,18,2.57,258
4064392,$69 ,$14 ,2,49,0.92,183
4064944,"$1,098 ",$220 ,2,130,2.23,282
4065496,$723 ,$145 ,6,144,2.5,394
4066049,"$1,168 ",$234 ,30,0,,357
4066601,$937 ,$187 ,3,9,0.16,70
4067153,$244 ,$49 ,1,15,0.26,394
4067706,$815 ,$163 ,2,25,0.53,287
4068258,$86 ,$17 ,5,1,0.02,392
4068810,$972 ,$194 ,30,1,0.04,314
4069363,$622 ,$124 ,2,58,0.99,377
4069915,"$1,113 ",$223 ,3,51,0.88,277
4070467,$786 ,$157 ,4,3,0.05,396
4071019,"$1,104 ",$221 ,1,0,,344
4071572,$518 ,$104 ,14,5,0.14,410
4072124,$333 ,$67 ,4,7,0.12,238
4072676,$851 ,$170 ,4,3,0.12,165
4073229,$346 ,$69 ,1,49,1.4,59
4073781,"$1,058 ",$212 ,4,22,0.38,196
4074333,$89 ,$18 ,2,0,,103
4074886,$872 ,$174 ,2,114,1.94,316
4075438,$413 ,$83 ,2,24,0.42,57
4075990,$613 ,$123 ,1,33,0.56,87
4076542,$946 ,$189 ,2,125,2.14,284
4077095,$719 ,$144 ,1,151,2.58,340
4077647,$321 ,$64 ,2,50,1.35,5
4078199,"$1,021 ",$204 ,2,52,2.21,82
4078752,"$1,005 ",$201 ,4,1,0.03,232
4079304,$998 ,$200 ,4,143,2.62,110
4079856,$250 ,$50 ,2,14,0.24,96
4080409,"$1,166 ",$233 ,60,6,0.11,164
4080961,$477 ,$95 ,2,26,0.45,118
4081513,$708 ,$142 ,2,31,0.54,87
4082065,"$1,120 ",$224 ,2,24,0.41,400
4082618,"$1,095 ",$219 ,3,8,0.15,305
4083170,$993 ,$199 ,18,0,,50
4083722,$582 ,$116 ,1,2,0.04,234
4084275,$493 ,$99 ,30,45,0.82,266
4084827,$366 ,$73 ,3,24,0.41,402
4085379,$206 ,$41 ,1,1,0.02,147
4085932,"$1,093 ",$219 ,1,14,0.41,381
4086484,$559 ,$112 ,1,3,0.05,117
4087036,$648 ,$130 ,1,151,2.59,389
4087588,$713 ,$143 ,3,0,,28
4088141,$137 ,$27 ,2,167,3.17,50
4088693,$517 ,$103 ,5,61,1.06,310
4089245,$134 ,$27 ,1,51,0.88,252
4089798,$297 ,$59 ,21,5,0.1,248
4090350,"$1,110 ",$222 ,3,132,2.53,202
4090902,$87 ,$17 ,1,170,2.96,200
4091455,"$1,141 ",$228 ,1,0,,154
4092007,$93 ,$19 ,1,239,4.13,221
4092559,$105 ,$21 ,3,64,1.13,26
4093111,$418 ,$84 ,7,34,0.58,358
4093664,$153 ,$31 ,2,102,4.27,38
4094216,"$1,182 ",$236 ,2,150,2.57,404
4094768,$827 ,$165 ,2,2,0.06,221
4095321,"$1,152 ",$230 ,3,71,1.21,99
4095873,$296 ,$59 ,4,32,0.56,324
4096425,"$1,054 ",$211 ,10,12,0.2,291
4096978,"$1,045 ",$209 ,3,2,0.05,413
4097530,$389 ,$78 ,2,66,1.13,299
4098082,$734 ,$147 ,2,2,0.03,198
4098634,$693 ,$139 ,3,2,0.03,394
4099187,"$1,153 ",$231 ,1,167,2.86,182
4099739,$600 ,$120 ,7,9,0.18,356
4100291,"$1,103 ",$221 ,2,185,3.76,355
4100844,$481 ,$96 ,1,279,5.02,297
4101396,$355 ,$71 ,2,37,0.73,189
4101948,$100 ,$20 ,14,18,0.34,216
4102501,$56 ,$11 ,4,8,0.15,165
4103053,$71 ,$14 ,1,1,0.02,272
4103605,"$1,146 ",$229 ,3,9,0.16,315
4104157,$277 ,$55 ,30,44,0.76,14
4104710,$350 ,$70 ,3,146,2.51,84
4105262,$293 ,$59 ,3,16,0.31,91
4105814,$291 ,$58 ,2,11,0.2,16
4106367,$781 ,$156 ,3,120,2.29,279
4106919,$387 ,$77 ,5,13,0.22,277
4107471,$475 ,$95 ,5,14,0.28,-5
4108024,$303 ,$61 ,2,105,1.8,197
4108576,$436 ,$87 ,2,41,0.74,306
4109128,$895 ,$179 ,1,0,,63
4109680,"$1,157 ",$231 ,1,8,0.14,122
4110233,$805 ,$161 ,3,1,1,65
4110785,$725 ,$145 ,2,0,,280
4111337,$341 ,$68 ,2,91,1.56,365
4111890,"$1,114 ",$223 ,4,2,0.05,-9
4112442,$821 ,$164 ,3,56,0.96,276
4112994,$539 ,$108 ,2,29,0.5,229
4113547,$402 ,$80 ,3,93,1.82,214
4114099,$505 ,$101 ,29,10,0.36,163
4114651,$186 ,$37 ,4,18,0.42,283
4115203,$164 ,$33 ,1,36,2.69,227
4115756,"$1,025 ",$205 ,1,139,3.64,7
4116308,"$1,091 ",$218 ,1,12,0.32,125
4116860,$407 ,$81 ,28,191,3.36,264
4117413,$518 ,$104 ,2,47,0.81,0
4117965,$915 ,$183 ,2,45,0.77,302
4118517,$673 ,$135 ,3,87,1.53,273
4119070,"$1,148 ",$230 ,1,0,,82
4119622,$356 ,$71 ,2,8,0.97,248
4120174,$794 ,$159 ,5,4,0.07,253
4120726,$628 ,$126 ,4,33,0.65,185
4121279,"$1,113 ",$223 ,10,30,0.52,151
4121831,$691 ,$138 ,4,109,1.88,17
4122383,"$1,072 ",$214 ,6,1,0.05,213
4122936,$317 ,$63 ,1,113,3.99,360
4123488,$523 ,$105 ,1,11,0.19,185
4124040,"$1,142 ",$228 ,5,1,0.02,131
4124593,"$1,169 ",$234 ,1,2,0.04,213
4125145,$824 ,$165 ,30,6,0.12,58
4125697,$248 ,$50 ,1,10,0.21,295
4126249,$878 ,$176 ,2,12,0.21,158
4126802,$190 ,$38 ,3,13,0.22,-9
4127354,$612 ,$122 ,7,37,0.65,84
4127906,$83 ,$17 ,5,14,0.29,228
4128459,$268 ,$54 ,1,2,0.04,412
4129011,$178 ,$36 ,2,191,3.27,215
4129563,$54 ,$11 ,2,8,0.43,30
4130116,$183 ,$37 ,2,2,0.03,72
4130668,$725 ,$145 ,3,6,0.13,2
4131220,$492 ,$98 ,14,78,1.36,33
4131772,$229 ,$46 ,3,8,0.14,201
4132325,$897 ,$179 ,2,37,0.64,195
4132877,$861 ,$172 ,2,21,0.36,39
4133429,$620 ,$124 ,2,22,0.38,94
4133982,"$1,033 ",$207 ,2,38,0.66,386
4134534,$177 ,$35 ,2,61,1.05,345
4135086,$851 ,$170 ,3,12,0.21,298
4135639,"$1,145 ",$229 ,2,11,0.19,-2
4136191,"$1,105 ",$221 ,2,114,1.96,117
4136743,$776 ,$155 ,3,131,3.24,274
4137295,$604 ,$121 ,1,5,0.09,257
4137848,$835 ,$167 ,1,5,0.11,54
4138400,"$1,099 ",$220 ,3,86,1.48,127
4138952,$961 ,$192 ,2,82,1.53,312
4139505,$348 ,$70 ,30,35,0.61,171
4140057,$312 ,$62 ,1,6,0.1,275
4140609,"$1,132 ",$226 ,1,202,3.74,204
4141162,$541 ,$108 ,1,1,0.02,-1
4141714,$83 ,$17 ,2,10,0.47,12
4142266,$348 ,$70 ,7,2,0.03,359
4142818,$679 ,$136 ,3,56,0.99,182
4143371,$206 ,$41 ,2,7,0.12,82
4143923,$88 ,$18 ,2,204,3.51,154
4144475,$580 ,$116 ,1,0,,-3
4145028,"$1,107 ",$221 ,4,20,0.35,418
4145580,$201 ,$40 ,1,0,,26
4146132,$282 ,$56 ,3,23,0.4,0
4146685,$280 ,$56 ,2,0,,231
4147237,"$1,169 ",$234 ,3,33,0.57,208
4147789,$708 ,$142 ,23,12,0.22,80
4148341,$926 ,$185 ,12,24,0.41,70
4148894,$991 ,$198 ,2,232,4.01,298
4149446,$940 ,$188 ,3,47,0.84,373
4149998,$275 ,$55 ,2,174,3,326
4150551,$184 ,$37 ,30,4,0.08,20
4151103,$92 ,$18 ,1,394,6.79,238
4151655,$726 ,$145 ,30,5,0.1,129
4152208,$340 ,$68 ,2,9,0.15,166
4152760,$901 ,$180 ,2,11,0.22,335
4153312,$515 ,$103 ,1,50,0.87,81
4153864,$316 ,$63 ,6,1,0.02,127
4154417,$900 ,$180 ,4,87,2.01,370
4154969,$81 ,$16 ,30,4,0.07,4
4155521,$124 ,$25 ,5,125,2.15,356
4156074,$87 ,$17 ,4,43,0.77,184
4156626,$976 ,$195 ,3,37,0.86,346
4157178,$322 ,$64 ,1,81,1.39,329
4157731,"$1,196 ",$239 ,4,7,0.12,184
4158283,"$1,145 ",$229 ,15,1,0.02,395
4158835,$714 ,$143 ,2,1,0.03,-1
4159387,"$1,061 ",$212 ,3,19,0.33,344
4159940,$934 ,$187 ,1,0,,359
4160492,"$1,145 ",$229 ,9,5,0.09,414
4161044,$379 ,$76 ,3,5,0.1,172
4161597,$267 ,$53 ,3,131,2.27,262
4162149,$322 ,$64 ,3,17,0.31,350
4162701,$588 ,$118 ,1,32,0.55,237
4163254,$490 ,$98 ,1,357,6.19,342
4163806,"$1,163 ",$233 ,3,10,0.27,119
4164358,"$1,183 ",$237 ,1,3,0.05,35
4164910,$701 ,$140 ,2,86,1.49,389
4165463,"$1,108 ",$222 ,5,92,1.58,22
4166015,$529 ,$106 ,2,1,0.04,345
4166567,"$1,091 ",$218 ,7,69,1.79,68
4167120,$114 ,$23 ,3,5,0.09,204
4167672,$404 ,$81 ,3,3,0.05,99
4168224,$604 ,$121 ,15,1,0.03,11
4168777,$602 ,$120 ,21,38,0.76,423
4169329,$354 ,$71 ,5,108,2.14,379
4169881,$272 ,$54 ,3,105,1.82,166
4170433,$441 ,$88 ,30,0,,112
4170986,$404 ,$81 ,60,9,0.16,11
4171538,$658 ,$132 ,30,0,,270
4172090,$392 ,$78 ,3,82,1.78,389
4172643,$577 ,$115 ,1,12,0.21,167
4173195,$876 ,$175 ,3,11,0.34,40
4173747,$685 ,$137 ,7,20,0.35,14
4174300,$239 ,$48 ,30,131,2.29,366
4174852,"$1,127 ",$225 ,3,34,1,275
4175404,"$1,118 ",$224 ,2,160,2.76,77
4175956,$302 ,$60 ,2,1,0.02,395
4176509,$118 ,$24 ,30,15,0.26,42
4177061,$827 ,$165 ,2,148,2.56,85
4177613,$608 ,$122 ,1,229,3.94,296
4178166,$462 ,$92 ,4,0,,267
4178718,"$1,090 ",$218 ,1,0,,80
4179270,$514 ,$103 ,1,1,0.02,108
4179823,$650 ,$130 ,1,360,6.22,112
4180375,$297 ,$59 ,3,15,0.27,324
4180927,$654 ,$131 ,3,10,0.17,267
4181479,$659 ,$132 ,2,76,1.31,347
4182032,"$1,193 ",$239 ,2,0,,227
4182584,"$1,142 ",$228 ,4,179,3.14,45
4183136,$417 ,$83 ,3,0,,221
4183689,$345 ,$69 ,7,7,0.12,304
4184241,$229 ,$46 ,2,0,,119
4184793,$269 ,$54 ,2,128,2.23,356
4185346,$437 ,$87 ,7,3,0.05,106
4185898,$853 ,$171 ,1,0,,14
4186450,"$1,085 ",$217 ,1,223,3.91,82
4187002,$379 ,$76 ,1250,2,0.03,26
4187555,$626 ,$125 ,2,0,,327
4188107,$787 ,$157 ,1,10,0.17,198
4188659,$742 ,$148 ,5,6,0.11,416
4189212,$861 ,$172 ,7,35,0.61,12
4189764,$397 ,$79 ,1,4,0.07,297
4190316,$725 ,$145 ,5,102,1.88,125
4190869,$659 ,$132 ,7,11,0.2,364
4191421,$768 ,$154 ,1,1,0.02,327
4191973,$178 ,$36 ,3,3,0.05,251
4192525,$350 ,$70 ,1,127,2.25,417
4193078,$707 ,$141 ,1,88,1.53,350
4193630,$385 ,$77 ,2,3,0.05,13
4194182,$382 ,$76 ,2,0,,-8
4194735,$386 ,$77 ,1,0,,23
4195287,$879 ,$176 ,2,4,0.07,358
4195839,"$1,040 ",$208 ,3,95,1.65,70
4196392,$421 ,$84 ,7,1,0.09,153
4196944,$583 ,$117 ,2,157,2.73,244
4197496,"$1,005 ",$201 ,2,222,3.92,140
4198048,$514 ,$103 ,2,11,0.19,333
4198601,$326 ,$65 ,4,26,0.45,149
4199153,$421 ,$84 ,1,350,6.05,334
4199705,$520 ,$104 ,2,19,0.44,-6
4200258,$352 ,$70 ,1,202,3.53,88
4200810,$720 ,$144 ,1,10,0.18,107
4201362,$476 ,$95 ,2,116,2.02,173
4201915,"$1,155 ",$231 ,1,196,3.44,404
4202467,$588 ,$118 ,2,7,0.13,292
4203019,$980 ,$196 ,1,319,5.6,349
4203571,$260 ,$52 ,2,3,0.05,191
4204124,$707 ,$141 ,5,16,0.28,56
4204676,$580 ,$116 ,1,0,,129
4205228,$243 ,$49 ,2,11,0.81,4
4205781,$400 ,$80 ,3,121,2.19,352
4206333,$84 ,$17 ,2,76,1.33,33
4206885,"$1,023 ",$205 ,4,73,1.27,45
4207438,$58 ,$12 ,3,124,2.2,72
4207990,$338 ,$68 ,10,7,0.14,217
4208542,$784 ,$157 ,1,0,,26
4209094,$569 ,$114 ,1,1,0.02,396
4209647,$719 ,$144 ,4,17,0.3,5
4210199,$398 ,$80 ,1,0,,141
4210751,$407 ,$81 ,7,9,0.16,383
4211304,$508 ,$102 ,30,4,0.07,184
4211856,$835 ,$167 ,3,1,0.03,18
4212408,$80 ,$16 ,1,0,,268
4212961,$901 ,$180 ,3,0,,342
4213513,$690 ,$138 ,2,129,2.24,227
4214065,$675 ,$135 ,1,352,6.1,98
4214617,$739 ,$148 ,2,92,1.59,207
4215170,$730 ,$146 ,1,0,,271
4215722,"$1,113 ",$223 ,2,0,,43
4216274,$883 ,$177 ,1,110,1.96,87
4216827,"$1,057 ",$211 ,1,1,0.02,148
4217379,$277 ,$55 ,1,52,1.12,399
4217931,$355 ,$71 ,1,1,0.02,317
4218484,$138 ,$28 ,4,1,0.02,94
4219036,$199 ,$40 ,2,5,0.11,409
4219588,$756 ,$151 ,1,198,3.47,254
4220140,$319 ,$64 ,7,23,0.55,278
4220693,$727 ,$145 ,4,120,2.09,58
4221245,$141 ,$28 ,1,0,,213
4221797,$78 ,$16 ,2,105,1.88,130
4222350,$948 ,$190 ,6,5,0.09,257
4222902,$558 ,$112 ,1,46,1.33,11
4223454,$647 ,$129 ,3,0,,39
4224007,"$1,035 ",$207 ,3,11,0.24,176
4224559,$607 ,$121 ,6,27,0.47,120
4225111,"$1,011 ",$202 ,4,82,1.53,87
4225663,$939 ,$188 ,2,82,1.43,119
4226216,$66 ,$13 ,3,2,0.03,400
4226768,$281 ,$56 ,1,0,,265
4227320,$914 ,$183 ,30,2,0.03,30
4227873,$894 ,$179 ,1,0,,348
4228425,$962 ,$192 ,3,15,0.26,358
4228977,$400 ,$80 ,10,36,0.63,130
4229530,$73 ,$15 ,2,25,0.43,387
4230082,$122 ,$24 ,31,5,0.1,328
4230634,"$1,145 ",$229 ,30,13,0.26,81
4231186,$450 ,$90 ,2,13,0.37,35
4231739,$233 ,$47 ,1,2,0.03,330
4232291,$390 ,$78 ,3,140,2.45,340
4232843,"$1,149 ",$230 ,2,112,1.94,142
4233396,"$1,039 ",$208 ,3,3,0.05,328
4233948,$305 ,$61 ,2,7,0.13,39
4234500,$257 ,$51 ,3,126,2.92,179
4235053,$377 ,$75 ,1,121,2.68,348
4235605,"$1,020 ",$204 ,4,57,1.08,217
4236157,"$1,003 ",$201 ,2,1,0.03,415
4236709,$720 ,$144 ,2,37,0.73,317
4237262,$245 ,$49 ,2,23,0.4,367
4237814,$92 ,$18 ,3,162,2.84,265
4238366,$419 ,$84 ,15,0,,63
4238919,$111 ,$22 ,3,38,0.72,334
4239471,$668 ,$134 ,3,18,0.31,358
4240023,$972 ,$194 ,1,64,1.32,164
4240576,$616 ,$123 ,4,91,3.64,4
4241128,"$1,064 ",$213 ,2,57,0.99,255
4241680,$424 ,$85 ,2,32,0.56,93
4242232,$181 ,$36 ,30,13,0.23,409
4242785,$608 ,$122 ,1,7,0.14,328
4243337,"$1,035 ",$207 ,3,23,0.41,37
4243889,$189 ,$38 ,2,77,1.5,269
4244442,$713 ,$143 ,1,2,0.03,9
4244994,$626 ,$125 ,2,122,2.15,331
4245546,$992 ,$198 ,2,100,1.73,314
4246099,$122 ,$24 ,3,2,0.04,284
4246651,$271 ,$54 ,,26,0.45,121
4247203,"$1,129 ",$226 ,,351,6.09,-5
4247755,$427 ,$85 ,,9,0.16,196
4248308,$557 ,$111 ,,79,1.38,416
4248860,$197 ,$39 ,,0,,150
4249412,$303 ,$61 ,,16,0.28,208
4249965,,$27 ,4,8,0.19,96
4250517,,$118 ,1,43,0.75,269
4251069,,$218 ,2,51,0.89,65
4251622,,$144 ,3,62,1.1,13
4252174,,$71 ,3,1,0.02,385
4252726,$910 ,$182 ,2,42,0.74,347
4253278,"$1,115 ",$223 ,1,0,,394
4253831,$163 ,$33 ,1,74,1.34,-8
4254383,"$1,024 ",$205 ,1,43,0.84,35
4254935,$881 ,$176 ,1,1,0.02,220
4255488,$502 ,$100 ,1,1,0.02,377
4256040,"$1,093 ",$219 ,1,7,0.2,390
4256592,$479 ,$96 ,2,45,0.79,412
4257145,$617 ,$123 ,30,1,0.02,189
4257697,"$1,196 ",$239 ,1,5,0.27,313
4258249,$89 ,$18 ,4,25,0.44,123
4258801,"$1,173 ",$235 ,1,107,1.91,133
4259354,$791 ,$158 ,2,63,1.15,229
4259906,$558 ,$112 ,3,11,2.75,417
4260458,$365 ,$73 ,2,194,3.37,199
4261011,$95 ,$19 ,8,33,0.58,128
4261563,$509 ,$102 ,1,33,1.98,151
4262115,"$1,170 ",$234 ,30,44,0.78,356
4262668,"$1,197 ",$239 ,1,34,0.6,399
4263220,$116 ,$23 ,2,88,1.53,189
4263772,$377 ,$75 ,1,186,3.28,30
4264324,,$68 ,2,46,0.9,392
4264877,,$83 ,2,58,1.02,49
4265429,,$43 ,364,8,0.17,29
4265981,,$93 ,7,15,0.26,167
4266534,$304 ,$61 ,3,149,2.61,55
4267086,"$1,128 ",$226 ,31,8,0.17,395
4267638,"$1,102 ",$220 ,3,64,1.26,62
4268191,$268 ,$54 ,3,43,0.75,155
4268743,$654 ,$131 ,10,2,0.1,409
4269295,$275 ,$55 ,7,6,0.13,66
4269847,$156 ,$31 ,1,20,0.36,418
4270400,$857 ,$171 ,,36,0.79,160
4270952,$283 ,$57 ,,0,,20
4271504,$937 ,$187 ,,56,0.98,69
4272057,$407 ,$81 ,,20,0.36,123
4272609,$359 ,$72 ,,13,0.23,270
4273161,$72 ,$14 ,,2,0.04,393
4273714,$650 ,$130 ,,23,0.57,149
4274266,$931 ,$186 ,3,118,2.07,332
4274818,$142 ,$28 ,5,1,0.02,32
4275370,$403 ,$81 ,30,6,0.12,155
4275923,$157 ,$31 ,2,9,0.16,425
4276475,$801 ,$160 ,1,10,0.18,386
4277027,$554 ,$111 ,1,84,1.46,154
4277580,$755 ,$151 ,6,2,0.04,73
4278132,"$1,179 ",$236 ,3,2,0.05,407
4278684,$640 ,$128 ,90,91,1.59,198
4279237,$711 ,$142 ,30,5,0.09,106
4279789,$207 ,$41 ,3,62,1.19,264
4280341,$962 ,$192 ,3,21,0.61,228
4280893,$571 ,$114 ,2,17,0.49,312
4281446,$401 ,$80 ,4,14,0.25,144
4281998,$255 ,$51 ,7,3,0.22,40
4282550,$472 ,$94 ,1,153,2.66,344
4283103,"$1,129 ",$226 ,6,12,0.47,26
4283655,$601 ,$120 ,7,0,,143
4284207,$496 ,$99 ,1,33,0.59,1
4284760,$303 ,$61 ,5,26,1.16,238
4285312,$600 ,$120 ,5,0,,255
4285864,"$1,148 ",$230 ,3,1,0.02,142
4286416,$483 ,$97 ,4,1,0.02,392
4286969,"$1,112 ",$222 ,14,9,0.16,86
4287521,$242 ,$48 ,3,8,0.14,326
4288073,"$1,174 ",$235 ,26,47,0.82,328
4288626,$718 ,$144 ,2,112,1.96,236
4289178,$171 ,$34 ,5,0,,143
4289730,"$1,174 ",$235 ,5,21,1.01,50
4290283,$447 ,$89 ,1,0,,51
4290835,$503 ,$101 ,3,85,1.88,247
4291387,$153 ,$31 ,2,20,1.6,-4
4291939,$478 ,$96 ,2,37,0.65,350
4292492,$613 ,$123 ,3,122,2.21,292
4293044,$644 ,$129 ,2,14,0.55,389
4293596,$824 ,$165 ,2,7,0.31,132
4294149,$409 ,$82 ,2,10,0.18,303
4294701,$219 ,$44 ,2,83,1.48,-6
4295253,$257 ,$51 ,3,5,0.13,407
4295806,$825 ,$165 ,14,5,0.09,107
4296358,$805 ,$161 ,4,0,,285
4296910,"$1,077 ",$215 ,1,141,3.05,186
4297462,$668 ,$134 ,14,14,0.24,79
4298015,$759 ,$152 ,2,9,0.16,137
4298567,$145 ,$29 ,2,192,3.35,127
4299119,$951 ,$190 ,4,10,0.2,205
4299672,$834 ,$167 ,5,7,0.12,-9
4300224,$65 ,$13 ,3,50,0.97,95
4300776,$164 ,$33 ,2,4,0.12,97
4301329,$175 ,$35 ,3,5,0.09,139
4301881,$646 ,$129 ,7,5,0.09,196
4302433,$626 ,$125 ,5,1,0.02,52
4302985,$248 ,$50 ,5,0,,321
4303538,,$50 ,3,6,0.96,70
4304090,,$100 ,4,180,3.22,162
4304642,,$190 ,2,63,1.68,102
4305195,,$152 ,3,207,3.76,134
4305747,,$66 ,6,1,0.02,100
4306299,$566 ,$113 ,8,1,0.02,256
4306852,$218 ,$44 ,2,1,0.03,374
4307404,$788 ,$158 ,2,12,0.21,223
4307956,$240 ,$48 ,2,88,4.66,243
4308508,$557 ,$111 ,2,1,0.03,72
4309061,$944 ,$189 ,1,1,0.02,32
4309613,$916 ,$183 ,3,0,,242
4310165,$944 ,$189 ,3,12,0.21,206
4310718,$379 ,$76 ,2,178,3.11,80
4311270,"$1,059 ",$212 ,21,1,0.02,297
4311822,"$1,107 ",$221 ,2,1,1,401
4312375,$900 ,$180 ,3,87,1.63,210
4312927,$339 ,$68 ,2,9,0.16,117
4313479,$692 ,$138 ,2,3,0.07,3
4314031,$705 ,$141 ,1,0,,260
4314584,$539 ,$108 ,30,4,0.09,405
4315136,"$1,110 ",$222 ,1,4,1.85,298
4315688,"$1,091 ",$218 ,1,10,0.19,403
4316241,$59 ,$12 ,30,7,0.13,379
4316793,$422 ,$84 ,1,1,0.02,75
4317345,$662 ,$132 ,2,2,0.04,192
4317898,$83 ,$17 ,1,13,0.23,134
4318450,$744 ,$149 ,1,7,0.13,300
4319002,"$1,010 ",$202 ,4,79,1.38,42
4319554,$828 ,$166 ,1,158,2.77,121
4320107,$796 ,$159 ,4,56,0.98,132
4320659,$795 ,$159 ,4,60,1.12,280
4321211,$912 ,$182 ,1,4,0.11,214
4321764,$316 ,$63 ,2,195,3.41,36
4322316,$183 ,$37 ,4,4,0.07,146
4322868,$946 ,$189 ,3,82,1.55,223
4323421,$603 ,$121 ,3,3,0.05,345
4323973,"$1,081 ",$216 ,1,1,0.02,420
4324525,$925 ,$185 ,3,45,0.88,275
4325077,$279 ,$56 ,6,0,,146
4325630,$479 ,$96 ,2,53,1.23,235
4326182,$171 ,$34 ,7,0,,114
4326734,$65 ,$13 ,4,68,1.2,217
4327287,$645 ,$129 ,4,12,0.37,363
4327839,"$1,062 ",$212 ,3,83,1.57,154
4328391,$432 ,$86 ,2,42,0.74,335
4328944,$532 ,$106 ,1,102,1.85,368
4329496,"$1,030 ",$206 ,2,4,0.09,26
4330048,$137 ,$27 ,1,50,0.92,100
4330600,"$1,066 ",$213 ,3,56,1.1,168
4331153,$637 ,$127 ,1,22,0.63,150
4331705,$743 ,$149 ,3,7,0.12,96
4332257,$568 ,$114 ,1,8,0.17,338
4332810,$609 ,$122 ,7,1,0.02,71
4333362,$430 ,$86 ,14,1,0.03,-6
4333914,$537 ,$107 ,5,0,,177
4334467,$272 ,$54 ,1,0,,219
4335019,"$1,015 ",$203 ,3,7,0.12,158
4335571,"$1,125 ",$225 ,3,0,,0
4336123,$765 ,$153 ,2,114,2,303
4336676,"$1,099 ",$220 ,1,8,0.16,147
4337228,$637 ,$127 ,2,22,0.5,73
4337780,$193 ,$39 ,30,4,0.07,19
4338333,"$1,086 ",$217 ,30,8,0.14,53
4338885,$71 ,$14 ,1,323,5.81,385
4339437,"$1,052 ",$210 ,30,20,0.36,114
4339990,$962 ,$192 ,3,19,0.33,94
4340542,$251 ,$50 ,4,21,0.37,142
4341094,$158 ,$32 ,6,5,0.09,166
4341646,$976 ,$195 ,1,75,1.52,279
4342199,$535 ,$107 ,4,7,0.12,98
4342751,"$1,000 ",$200 ,2,19,1.82,89
4343303,$757 ,$151 ,7,0,,194
4343856,$510 ,$102 ,2,0,,346
4344408,$929 ,$186 ,2,5,0.09,386
4344960,,$112 ,2,192,3.47,181
4345513,,$149 ,5,3,0.05,415
4346065,,$187 ,2,126,2.61,343
4346617,,$87 ,2,36,0.78,395
4347169,$312 ,$62 ,3,0,,224
4347722,$718 ,$144 ,1,0,,265
4348274,"$1,042 ",$208 ,7,21,0.54,100
4348826,"$1,118 ",$224 ,1,102,1.79,114
4349379,$301 ,$60 ,3,28,0.5,119
4349931,"$1,175 ",$235 ,2,6,0.12,70
4350483,"$1,063 ",$213 ,2,19,0.34,352
4351036,$928 ,$186 ,2,9,0.19,339
4351588,$492 ,$98 ,4,0,,86
4352140,$797 ,$159 ,6,10,0.61,179
4352692,"$1,075 ",$215 ,2,179,3.14,323
4353245,$93 ,$19 ,5,38,0.75,255
4353797,$599 ,$120 ,1,14,0.28,13
4354349,$242 ,$48 ,3,4,0.08,340
4354902,"$1,109 ",$222 ,30,21,0.38,205
4355454,$203 ,$41 ,30,4,0.07,144
4356006,$200 ,$40 ,2,11,0.2,227
4356559,$223 ,$45 ,3,6,0.11,167
4357111,$848 ,$170 ,1,0,,408
4357663,$168 ,$34 ,2,9,0.16,318
4358215,$230 ,$46 ,1,0,,390
4358768,$982 ,$196 ,30,5,0.09,95
4359320,$96 ,$19 ,1,26,0.47,210
4359872,$354 ,$71 ,30,18,0.48,335
4360425,$278 ,$56 ,7,0,,317
4360977,$475 ,$95 ,2,1,0.11,10
4361529,$578 ,$116 ,30,11,0.2,104
4362082,$113 ,$23 ,1,8,0.14,132
4362634,$956 ,$191 ,2,103,1.87,242
4363186,$474 ,$95 ,2,84,1.51,416
4363738,$322 ,$64 ,2,0,,219
4364291,"$1,019 ",$204 ,5,9,0.16,105
4364843,$802 ,$160 ,2,150,3.19,66
4365395,$541 ,$108 ,3,189,3.4,252
4365948,$212 ,$42 ,3,4,0.09,66
4366500,$95 ,$19 ,3,20,0.43,43
4367052,$735 ,$147 ,1,7,0.12,32
4367605,$746 ,$149 ,1,4,0.07,342
4368157,$61 ,$12 ,3,48,0.94,177
4368709,$282 ,$56 ,3,66,1.24,92
4369261,$446 ,$89 ,2,97,1.81,267
4369814,$484 ,$97 ,3,2,0.05,221
4370366,$407 ,$81 ,1,0,,75
4370918,$546 ,$109 ,2,9,0.16,105
4371471,$386 ,$77 ,3,35,0.62,398
4372023,$360 ,$72 ,7,95,1.7,23
